"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Devin Shore","DEVIN.SHORE","8476913","21-22","EDM","C","L",1994-07-19,27,2012,2,61,45,425.7,5,4,2,11,33,49,59,3.83,15.15,10.2,7.82,21,8,14,59,47,4,3,0,0,-1,84,95,-11
"Devon Toews","DEVON.TOEWS","8478038","21-22","COL","D","L",1994-02-21,27,2014,4,108,57,1456.05,12,10,27,49,141,180,241,7.44,8.51,6.67,4.13,75,30,39,45,28,9,4,0,0,-5,0,0,0
"Dillon Dube","DILLON.DUBE","8479346","21-22","CGY","C","L",1998-07-20,23,2016,2,56,64,810.6,9,6,6,21,120,154,188,11.44,7.5,5.84,7.43,12,19,21,66,105,9,14,0,0,5,73,90,-17
"Dillon Heatherington","DILLON.HEATHERINGTON","8477471","21-22","OTT","D","L",1995-05-09,26,2013,2,50,9,111,0,0,0,0,4,6,9,0.43,0,0,7.17,2,2,0,18,7,1,0,1,1,-1,0,0,0
"Dmitrij Jaskin","DMITRIJ.JASKIN","8476436","21-22","ARI","R","L",1993-03-23,28,2011,2,41,12,177.42,0,1,0,1,23,33,43,2.1,0,0,6.36,9,8,3,47,18,2,0,0,1,-1,5,5,0
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","21-22","MIN","D","L",1990-10-29,30,2009,1,14,64,1138.13,4,10,4,18,52,83,129,3.6,7.69,4.82,4.34,75,22,13,76,108,13,10,1,1,-3,0,0,0
"Dmitry Orlov","DMITRY.ORLOV","8475200","21-22","WSH","D","L",1991-07-23,30,2009,2,55,64,1341.65,10,11,8,29,105,141,194,5.24,9.52,7.09,3.72,81,39,27,112,53,21,14,0,0,-7,0,0,0
"Dominic Toninato","DOMINIC.TONINATO","8476952","21-22","WPG","C","L",1994-03-09,27,2012,5,126,64,524.92,6,6,0,12,39,57,80,6.09,15.38,10.53,10.68,25,9,11,82,45,11,4,0,0,-7,63,83,-20
"Dominik Kubalik","DOMINIK.KUBALIK","8477330","21-22","CHI","L","L",1995-08-21,26,2013,7,191,68,986.85,12,3,10,25,142,194,250,15.23,8.45,6.19,7.85,22,19,14,81,45,6,13,0,0,7,8,12,-4
"Dominik Simon","DOMINIK.SIMON","8478866","21-22","ANA","C","L",1994-08-08,27,2015,5,137,5,66.9,0,1,0,1,6,8,10,0.6,0,0,7.5,5,3,2,5,7,1,1,0,0,0,0,0,0
"Dominik Simon","DOMINIK.SIMON","8478866","21-22","PIT","C","L",1994-08-08,27,2015,5,137,55,530.42,3,5,1,9,67,84,102,5.51,4.48,3.57,6.56,25,13,17,55,71,9,10,0,0,1,5,10,-5
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","21-22","N.J","D","R",1993-06-17,28,2011,1,9,47,995.4,9,9,9,27,153,218,311,8.9,5.88,4.13,4.08,76,43,17,65,37,15,3,0,0,-12,0,0,0
"Drake Batherson","DRAKE.BATHERSON","8480208","21-22","OTT","C/R","R",1998-04-27,23,2017,4,121,34,643.72,13,16,7,36,82,111,144,8.52,15.85,11.71,7.68,12,23,15,73,45,10,6,0,0,-4,14,13,1
"Drake Caggiula","DRAKE.CAGGIULA","8479465","21-22","BUF","C","L",1994-06-20,27,2012,NA,NA,18,263.45,2,3,0,5,23,31,37,1.84,8.7,6.45,5.94,7,2,6,17,17,2,3,0,0,1,1,3,-2
"Drew Doughty","DREW.DOUGHTY","8474563","21-22","L.A","D","R",1989-12-08,31,2008,1,2,39,1003.92,7,10,14,31,99,127,183,5.45,7.07,5.51,4.29,53,24,9,60,77,16,4,0,2,-10,0,0,0
"Drew O'Connor","DREW.O'CONNOR","8482055","21-22","PIT","L","L",1998-06-09,23,2016,NA,NA,22,226.23,3,1,1,5,40,54,62,3.77,7.5,5.56,6.98,7,5,9,12,36,2,2,0,0,0,18,34,-16
"Dryden Hunt","DRYDEN.HUNT","8478211","21-22","NYR","L","L",1995-11-24,25,2014,NA,NA,64,790.58,4,6,4,14,81,127,158,9.58,4.94,3.15,7.54,15,13,20,134,89,15,15,2,1,-1,5,13,-8
"Duncan Keith","DUNCAN.KEITH","8470281","21-22","EDM","D","L",1983-07-16,38,2002,2,54,51,1019.48,1,8,10,19,67,98,152,2.97,1.49,1.02,3.03,81,55,30,22,51,10,2,0,0,-8,0,0,0
"Dustin Brown","DUSTIN.BROWN","8470606","21-22","L.A","L/R","R",1984-11-04,36,2003,1,13,57,849.3,8,8,9,25,133,174,211,14.09,6.02,4.6,8.1,16,19,10,79,65,10,14,0,0,4,2,7,-5
"Dylan Coghlan","DYLAN.COGHLAN","8479639","21-22","VGK","D","R",1998-02-19,23,2016,NA,NA,55,807.33,3,4,6,13,102,149,210,3.98,2.94,2.01,2.67,60,27,19,60,71,9,6,0,0,-3,0,0,0
"Dylan Cozens","DYLAN.COZENS","8481528","21-22","BUF","C","R",2001-02-09,20,2019,1,7,66,1044.57,12,12,11,35,127,161,202,11.49,9.45,7.45,7.14,18,25,25,31,68,13,17,1,1,4,305,378,-73
"Dylan Demelo","DYLAN.DEMELO","8476331","21-22","WPG","D","R",1993-05-01,28,2011,6,179,63,1127.95,1,4,6,11,63,81,120,2.65,1.59,1.23,3.27,90,39,11,93,92,13,6,0,1,-6,0,0,0
"Dylan Gambrell","DYLAN.GAMBRELL","8479580","21-22","OTT","C","R",1996-08-26,25,2016,2,60,49,573.03,2,2,1,5,44,72,81,5.4,4.55,2.78,7.5,30,9,6,78,88,4,6,0,0,2,211,230,-19
"Dylan Larkin","DYLAN.LARKIN","8477946","21-22","DET","C","L",1996-07-30,25,2014,1,15,63,1234.17,28,24,11,63,184,246,339,19.41,15.22,11.38,7.89,22,38,30,61,58,14,16,1,1,2,561,507,54
"Dylan Samberg","DYLAN.SAMBERG","8480049","21-22","WPG","D","L",1999-01-24,22,2017,2,43,6,84.02,0,0,2,2,8,13,15,0.26,0,0,2,9,5,4,7,14,1,1,0,0,0,0,0,0
"Dylan Strome","DYLAN.STROME","8478440","21-22","CHI","C","L",1997-03-07,24,2015,1,3,56,937.18,19,9,14,42,107,129,154,11.83,17.76,14.73,9.17,26,18,39,9,52,14,11,0,0,-3,355,320,35
"Dysin Mayo","DYSIN.MAYO","8478062","21-22","ARI","D","R",1996-08-17,25,2014,5,133,59,1234.35,4,2,5,11,68,92,140,2.3,5.88,4.35,2.5,120,35,13,104,70,9,5,1,1,-4,0,0,0
"Eeli Tolvanen","EELI.TOLVANEN","8480009","21-22","NSH","R","L",1999-04-22,22,2017,1,30,65,891.78,9,6,6,21,137,189,239,11.96,6.57,4.76,6.33,38,14,11,156,61,7,8,0,0,1,0,1,-1
"Eetu Luostarinen","EETU.LUOSTARINEN","8480185","21-22","FLA","C","L",1998-09-02,23,2017,2,42,63,858.18,9,7,5,21,73,95,133,9.04,12.33,9.47,9.52,42,22,32,91,112,5,12,0,0,7,272,398,-126
"Egor Sokolov","EGOR.SOKOLOV","8481102","21-22","OTT","L","R",2000-06-07,21,2020,2,61,8,82.97,0,0,0,0,8,11,14,0.86,0,0,7.82,4,0,1,13,11,2,0,0,0,-2,0,0,0
"Elias Lindholm","ELIAS.LINDHOLM","8477496","21-22","CGY","C","R",1994-12-02,26,2013,1,5,67,1334.33,34,19,15,68,186,243,294,21.82,18.28,13.99,8.98,40,33,49,49,46,8,11,0,0,3,684,600,84
"Elias Pettersson","ELIAS.PETTERSSON","8480012","21-22","VAN","C","L",1998-11-12,22,2017,1,5,67,1224.75,22,13,13,48,142,221,303,17.95,15.49,9.95,8.12,38,33,41,38,85,4,26,0,0,22,211,270,-59
"Emil Bemstrom","EMIL.BEMSTROM","8480205","21-22","CBJ","C","R",1999-06-01,22,2017,4,117,27,260.88,4,1,3,8,43,55,63,4.27,9.3,7.27,7.76,4,4,9,15,14,2,1,0,0,-1,0,1,-1
"Eric Robinson","ERIC.ROBINSON","8480762","21-22","CBJ","L","L",1995-06-14,26,2013,NA,NA,53,734.12,8,9,5,22,72,100,140,8.39,11.11,8,8.39,17,10,23,71,61,6,5,0,0,-1,1,1,0
"Erik Brannstrom","ERIK.BRANNSTROM","8480073","21-22","OTT","D","L",1999-09-02,22,2017,1,15,38,739.43,0,5,3,8,63,84,129,2.69,0,0,3.2,36,27,7,31,75,12,3,0,0,-9,0,0,0
"Erik Cernak","ERIK.CERNAK","8478416","21-22","T.B","D","R",1997-05-28,24,2015,2,43,40,776.85,1,4,3,8,67,101,130,2.16,1.49,0.99,2.14,51,13,16,119,73,15,14,1,1,-1,0,0,0
"Erik Gudbranson","ERIK.GUDBRANSON","8475790","21-22","CGY","D","R",1992-01-07,29,2010,1,3,67,1222.23,6,5,5,16,109,156,228,3.37,5.5,3.85,2.16,78,35,18,129,136,18,8,5,5,-10,0,0,0
"Erik Gustafsson (D)","ERIK.GUSTAFSSON2","8476979","21-22","CHI","D","L",1992-03-14,29,2012,4,93,51,804.9,1,8,7,16,64,88,134,2.7,1.56,1.14,3.07,47,34,9,40,64,6,2,0,0,-4,0,0,0
"Erik Haula","ERIK.HAULA","8475287","21-22","BOS","L","L",1991-03-23,30,2009,7,181,64,947.17,10,12,11,33,113,148,176,11.86,8.85,6.76,8.01,31,16,22,106,61,18,8,1,1,-10,327,310,17
"Erik Johnson","ERIK.JOHNSON","8473446","21-22","COL","D","R",1988-03-21,33,2006,1,1,68,1183.87,6,5,10,21,123,152,230,4.61,4.88,3.95,3.03,114,27,33,144,70,11,4,0,0,-7,0,0,0
"Erik Karlsson","ERIK.KARLSSON","8474578","21-22","S.J","D","R",1990-05-31,31,2008,1,15,44,1024.75,10,12,9,31,105,151,221,5.75,9.52,6.62,3.81,43,51,51,16,64,7,12,0,0,5,0,0,0
"Esa Lindell","ESA.LINDELL","8476902","21-22","DAL","D","L",1994-05-23,27,2012,3,74,65,1453.07,4,12,7,23,123,142,187,3.96,3.25,2.82,2.79,133,45,16,102,94,3,9,0,0,6,0,1,-1
"Ethan Bear","ETHAN.BEAR","8478451","21-22","CAR","D","R",1997-06-26,24,2015,5,124,51,821.97,4,6,3,13,85,109,159,3.82,4.71,3.67,3.5,38,23,14,48,79,9,3,0,0,-6,0,0,0
"Ethan Prow","ETHAN.PROW","8479289","21-22","BUF","D","R",1992-11-17,28,2011,NA,NA,4,50.95,1,0,0,1,2,2,3,0.24,50,50,12,3,2,0,2,5,0,0,0,0,0,0,0,0
"Evan Bouchard","EVAN.BOUCHARD","8480803","21-22","EDM","D","R",1999-10-20,21,2018,1,10,68,1353.37,9,10,16,35,160,222,320,7.61,5.62,4.05,3.43,91,68,28,64,74,11,9,0,0,-2,0,0,0
"Evan Rodrigues","EVAN.RODRIGUES","8478542","21-22","PIT","C","R",1993-07-28,28,2011,NA,NA,69,1146.25,17,14,9,40,201,262,335,20.92,8.46,6.49,7.98,28,29,30,75,110,6,17,0,0,11,169,181,-12
"Evander Kane","EVANDER.KANE","8475169","21-22","EDM","L","L",1991-08-02,30,2009,1,4,30,591.15,16,6,3,25,97,136,176,14.24,16.49,11.76,10.47,8,16,13,105,51,17,10,0,0,-7,5,10,-5
"Evgeni Malkin","EVGENI.MALKIN","8471215","21-22","PIT","C","L",1986-07-31,35,2004,1,2,32,587.23,17,9,9,35,101,121,158,10.66,16.83,14.05,8.81,12,37,29,15,28,9,9,0,0,0,129,164,-35
"Evgeny Dadonov","EVGENY.DADONOV","8474149","21-22","VGK","R","L",1989-03-12,32,2007,3,71,66,1046.9,17,12,5,34,165,216,271,19.33,10.3,7.87,8.95,23,25,15,56,107,7,10,0,0,3,1,4,-3
"Evgeny Kuznetsov","EVGENY.KUZNETSOV","8475744","21-22","WSH","C","L",1992-05-19,29,2010,1,26,65,1346.33,22,26,17,65,172,243,294,19.86,12.79,9.05,8.17,22,36,40,31,41,14,21,0,0,7,422,553,-131
"Evgeny Svechnikov","EVGENY.SVECHNIKOV","8478431","21-22","WPG","L","L",1996-10-31,24,2015,1,19,59,641.47,6,5,7,18,69,83,105,6.28,8.7,7.23,7.57,17,24,18,81,59,13,4,0,1,-8,3,4,-1
"Filip Chytil","FILIP.CHYTIL","8480078","21-22","NYR","C","L",1999-09-05,22,2017,1,21,57,744.88,7,7,5,19,111,157,195,11.65,6.31,4.46,7.42,23,18,18,19,60,6,11,0,0,5,123,161,-38
"Filip Forsberg","FILIP.FORSBERG","8476887","21-22","NSH","L","R",1994-08-13,27,2012,1,11,55,985.97,38,21,8,67,167,244,317,19.45,22.75,15.57,7.97,38,45,39,85,45,9,18,0,0,9,1,0,1
"Filip Hronek","FILIP.HRONEK","8479425","21-22","DET","D","R",1997-11-02,23,2016,2,53,64,1410.7,5,15,13,33,110,160,238,5.39,4.55,3.12,3.37,69,40,13,53,82,10,16,0,0,6,0,0,0
"Filip Zadina","FILIP.ZADINA","8480821","21-22","DET","R","L",1999-11-27,21,2018,1,6,65,909.65,8,4,8,20,132,180,251,12.67,6.06,4.44,7.04,31,27,17,47,51,5,14,0,0,9,4,2,2
"Frank Vatrano","FRANK.VATRANO","8478366","21-22","FLA","C","L",1994-03-14,27,2012,NA,NA,49,597.53,10,6,3,19,105,136,174,8.67,9.52,7.35,6.38,17,20,16,48,58,8,5,0,0,-3,9,13,-4
"Frank Vatrano","FRANK.VATRANO","8478366","21-22","NYR","C","L",1994-03-14,27,2012,NA,NA,9,137.92,5,1,0,6,21,25,35,2.95,23.81,20,11.8,6,1,3,7,12,0,2,0,0,2,3,0,3
"Frederick Gaudreau","FREDERICK.GAUDREAU","8477919","21-22","MIN","C","R",1993-05-01,28,2011,NA,NA,60,976.32,10,11,11,32,104,144,183,9.29,9.62,6.94,6.45,37,19,31,39,57,4,10,0,0,6,350,350,0
"Frederik Gauthier","FREDERIK.GAUTHIER","8477512","21-22","N.J","C","L",1995-04-26,26,2013,1,21,8,88.77,0,0,0,0,4,4,5,0.14,0,0,3.5,3,3,0,16,8,0,0,0,0,0,33,42,-9
"Fredrik Claesson","FREDRIK.CLAESSON","8476368","21-22","T.B","D","L",1992-11-24,28,2011,5,126,9,88.78,0,0,0,0,4,7,11,0.09,0,0,1.29,6,3,1,12,14,0,0,0,0,0,0,0,0
"Gabriel Carlsson","GABRIEL.CARLSSON","8478506","21-22","CBJ","D","L",1997-01-02,24,2015,1,29,33,409.7,2,2,3,7,14,17,32,0.59,14.29,11.76,3.47,29,4,6,26,32,4,4,0,0,0,0,0,0
"Gabriel Fortier","GABRIEL.FORTIER","8480863","21-22","T.B","L","L",2000-02-06,21,2018,2,59,10,92.98,1,0,0,1,14,16,21,1.2,7.14,6.25,7.5,5,3,1,24,19,2,3,0,0,1,1,0,1
"Gabriel Landeskog","GABRIEL.LANDESKOG","8476455","21-22","COL","L","L",1992-11-23,28,2011,1,2,51,1036.2,30,16,13,59,150,194,251,23.49,20,15.46,12.11,34,29,17,94,61,19,11,4,3,-9,240,198,42
"Gabriel Vilardi","GABRIEL.VILARDI","8480014","21-22","L.A","C","R",1999-08-16,22,2017,1,11,17,231.92,2,0,0,2,24,30,37,2.8,8.33,6.67,9.33,7,4,3,2,27,1,4,0,0,3,45,49,-4
"Garnet Hathaway","GARNET.HATHAWAY","8477903","21-22","WSH","R","R",1991-11-23,29,2010,NA,NA,63,861.62,10,4,7,21,104,135,169,12.01,9.62,7.41,8.9,47,17,20,208,104,23,23,1,1,0,9,18,-9
"Gavin Bayreuther","GAVIN.BAYREUTHER","8479945","21-22","CBJ","D","L",1994-05-12,27,2012,NA,NA,38,500.2,0,3,5,8,43,58,75,1.13,0,0,1.95,39,12,10,42,58,6,3,2,2,-3,0,0,0
"Gerald Mayhew","GERALD.MAYHEW","8479933","21-22","ANA","C","R",1992-12-31,28,2011,NA,NA,6,96.18,2,0,0,2,11,18,23,1.4,18.18,11.11,7.78,9,2,2,10,16,2,4,0,0,2,0,1,-1
"Gerald Mayhew","GERALD.MAYHEW","8479933","21-22","PHI","C","R",1992-12-31,28,2011,NA,NA,25,303.92,6,0,0,6,31,45,62,3.41,19.35,13.33,7.58,17,3,5,37,30,5,4,0,0,-1,2,3,-1
"Givani Smith","GIVANI.SMITH","8479379","21-22","DET","R","L",1998-02-27,23,2016,2,46,46,389.72,4,3,0,7,50,64,83,3.9,8,6.25,6.09,20,8,7,86,34,14,7,10,9,-8,1,1,0
"Grant Hutton","GRANT.HUTTON","8480306","21-22","NYI","D","R",1995-07-25,26,2013,NA,NA,9,133.68,0,0,0,0,10,14,22,0.77,0,0,5.5,9,3,1,8,9,1,0,0,0,-1,0,0,0
"Greg McKegg","GREG.MCKEGG","8475735","21-22","NYR","C","L",1992-06-17,29,2010,3,62,41,445.73,2,2,1,5,23,29,35,2.54,8.7,6.9,8.76,22,11,13,48,40,3,3,0,0,0,71,88,-17
"Greg Pateryn","GREG.PATERYN","8474688","21-22","ANA","D","R",1990-06-20,31,2008,5,128,10,141.2,1,1,0,2,16,21,23,0.56,6.25,4.76,2.67,7,3,0,18,21,5,0,0,0,-5,0,0,0
"Gregory Hofmann","GREGORY.HOFMANN","8476345","21-22","CBJ","C","L",1992-11-13,28,2011,4,103,24,300.13,2,2,3,7,33,36,51,2.9,6.06,5.56,8.06,10,9,7,23,13,4,4,0,0,0,0,8,-8
"Gustav Forsling","GUSTAV.FORSLING","8478055","21-22","FLA","D","L",1996-06-12,25,2014,5,126,58,1221.03,3,12,12,27,104,142,225,4.78,2.88,2.11,3.37,66,38,47,39,103,7,4,0,0,-3,0,0,0
"Gustav Lindstrom","GUSTAV.LINDSTROM","8480184","21-22","DET","D","R",1998-10-20,22,2017,2,38,50,813.13,1,3,8,12,37,44,68,1.04,2.7,2.27,2.36,61,20,8,39,58,9,4,0,0,-5,0,0,0
"Gustav Nyquist","GUSTAV.NYQUIST","8474679","21-22","CBJ","C","L",1989-09-01,32,2008,4,121,68,1183.23,16,20,4,40,96,127,152,10.89,16.67,12.6,8.57,43,20,39,34,74,10,15,0,0,5,12,15,-3
"Hampus Lindholm","HAMPUS.LINDHOLM","8476854","21-22","ANA","D","L",1994-01-20,27,2012,1,6,61,1374.95,5,10,7,22,119,168,239,5.71,4.2,2.98,3.4,77,44,31,55,95,22,11,0,0,-11,0,0,0
"Hampus Lindholm","HAMPUS.LINDHOLM","8476854","21-22","BOS","D","L",1994-01-20,27,2012,1,6,4,90.05,0,0,2,2,11,15,16,0.43,0,0,2.87,3,1,1,8,4,1,1,0,0,0,0,0,0
"Hayden Hodgson","HAYDEN.HODGSON","8478173","21-22","PHI","R","R",1996-03-02,25,2014,NA,NA,4,57.83,1,0,1,2,8,10,10,1.33,12.5,10,13.3,2,0,1,7,2,1,0,1,1,-1,1,0,1
"Haydn Fleury","HAYDN.FLEURY","8477938","21-22","SEA","D","L",1996-07-08,25,2014,1,7,34,556.98,2,1,1,4,49,69,100,1.79,4.08,2.9,2.59,57,14,5,57,45,4,2,0,0,-2,0,0,0
"Hendrix Lapierre","HENDRIX.LAPIERRE","8482148","21-22","WSH","C","L",2002-02-09,19,2020,1,22,6,57.53,1,0,0,1,7,7,9,0.71,14.29,14.29,10.14,2,1,3,1,2,1,0,0,0,-1,6,17,-11
"Henri Jokiharju","HENRI.JOKIHARJU","8480035","21-22","BUF","D","R",1999-06-17,22,2017,1,29,47,1026.65,3,5,7,15,59,70,104,2.48,5.08,4.29,3.54,46,30,11,52,62,8,2,0,0,-6,1,0,1
"Henrik Borgstrom","HENRIK.BORGSTROM","8479404","21-22","CHI","C","L",1997-08-06,24,2016,1,23,46,502.18,4,0,3,7,38,54,81,4.8,10.53,7.41,8.89,18,8,21,22,19,10,4,0,0,-6,81,123,-42
"Hudson Fasching","HUDSON.FASCHING","8477392","21-22","ARI","R","R",1995-07-28,26,2013,4,118,9,84.13,0,0,0,0,2,9,13,0.51,0,0,5.67,3,0,2,13,11,0,0,0,0,0,1,0,1
"Ian Cole","IAN.COLE","8474013","21-22","CAR","D","L",1989-02-21,32,2007,1,18,64,1102.65,2,5,11,18,69,104,158,2.3,2.9,1.92,2.21,86,41,25,93,98,27,5,2,1,-23,0,0,0
"Ian Mitchell","IAN.MITCHELL","8480070","21-22","CHI","D","R",1999-01-18,22,2017,2,57,8,95.45,0,1,0,1,2,5,9,0.09,0,0,1.8,9,1,0,2,7,0,0,0,0,0,0,0,0
"Ilya Lyubushkin","ILYA.LYUBUSHKIN","8480950","21-22","ARI","D","R",1994-04-06,27,2012,NA,NA,46,832.6,0,3,5,8,33,49,60,0.97,0,0,1.98,60,15,12,94,57,13,6,0,0,-7,0,0,0
"Ilya Lyubushkin","ILYA.LYUBUSHKIN","8480950","21-22","TOR","D","R",1994-04-06,27,2012,NA,NA,17,273.08,0,0,1,1,10,14,26,0.49,0,0,3.5,14,11,0,55,39,5,3,0,0,-2,0,0,0
"Ilya Mikheyev","ILYA.MIKHEYEV","8481624","21-22","TOR","R","L",1994-10-10,26,2013,NA,NA,38,568.38,15,5,2,22,110,131,153,10.88,13.64,11.45,8.31,12,19,17,28,39,4,6,0,0,2,0,0,0
"Isaac Ratcliffe","ISAAC.RATCLIFFE","8480019","21-22","PHI","L","L",1999-02-15,22,2017,2,35,10,107.47,1,1,2,4,14,20,22,1.52,7.14,5,7.6,8,1,2,16,14,5,0,0,0,-5,0,1,-1
"Isac Lundestrom","ISAC.LUNDESTROM","8480806","21-22","ANA","C","L",1999-11-06,21,2018,1,23,68,1060.48,16,8,5,29,76,102,126,10.19,21.05,15.69,9.99,50,24,18,31,63,4,15,0,0,11,347,421,-74
"Ivan Barbashev","IVAN.BARBASHEV","8477964","21-22","STL","C","L",1995-12-14,25,2014,2,33,66,1093.17,20,17,10,47,93,130,163,13.73,21.51,15.38,10.56,25,41,35,122,80,16,14,0,0,-2,118,175,-57
"Ivan Provorov","IVAN.PROVOROV","8478500","21-22","PHI","D","L",1997-01-13,24,2015,1,7,64,1588.12,5,4,11,20,124,167,252,5.88,4.03,2.99,3.52,128,72,16,54,121,12,10,0,0,-2,0,0,0
"J.T. Compher","J.T..COMPHER","8477456","21-22","COL","L","R",1995-04-08,26,2013,2,35,56,909.6,13,7,3,23,81,111,151,12.03,16.05,11.71,10.84,44,16,21,27,61,10,11,1,1,1,244,247,-3
"J.T. Miller","J.T..MILLER","8476468","21-22","VAN","C","L",1993-03-14,28,2011,1,15,67,1403.45,28,32,21,81,176,246,291,22.64,15.91,11.38,9.2,45,41,35,150,71,17,17,1,1,0,536,470,66
"Jaccob Slavin","JACCOB.SLAVIN","8476958","21-22","CAR","D","L",1994-05-01,27,2012,4,120,66,1563.17,3,14,19,36,131,188,279,6.31,2.29,1.6,3.36,108,35,64,43,98,5,6,0,0,1,0,0,0
"Jack Ahcan","JACK.AHCAN","8482072","21-22","BOS","D","L",1997-05-18,24,2015,NA,NA,5,74,1,0,0,1,4,7,13,0.24,25,14.29,3.43,3,3,1,6,11,0,2,0,0,2,0,0,0
"Jack Eichel","JACK.EICHEL","8478403","21-22","VGK","C","R",1996-10-28,24,2015,1,2,22,415.62,9,4,3,16,85,107,126,6.95,10.59,8.41,6.5,27,19,16,26,46,4,5,0,0,1,119,106,13
"Jack Hughes","JACK.HUGHES","8481559","21-22","N.J","C","L",2001-05-14,20,2019,1,1,47,927.18,25,21,9,55,163,221,292,18.3,15.34,11.31,8.28,14,59,47,6,68,0,16,0,0,16,116,225,-109
"Jack Johnson","JACK.JOHNSON","8471677","21-22","COL","D","L",1987-01-13,34,2005,1,3,64,1054.42,1,2,5,8,47,67,105,1.53,2.13,1.49,2.28,63,19,9,78,64,10,10,2,1,-1,0,0,0
"Jack Rathbone","JACK.RATHBONE","8480056","21-22","VAN","D","L",1999-05-20,22,2017,4,95,9,124.42,0,0,0,0,10,16,22,0.46,0,0,2.88,8,4,2,5,22,1,3,0,0,2,0,0,0
"Jack Roslovic","JACK.ROSLOVIC","8478458","21-22","CBJ","C","R",1997-01-29,24,2015,1,25,67,880.33,12,11,9,32,98,138,164,8.21,12.24,8.7,5.95,20,29,26,47,63,4,4,0,0,0,288,363,-75
"Jack Studnicka","JACK.STUDNICKA","8480021","21-22","BOS","C","R",1999-02-18,22,2017,2,53,13,166.17,0,2,1,3,16,24,31,2.11,0,0,8.79,2,9,3,16,22,2,1,0,0,-1,49,50,-1
"Jackson Cates","JACKSON.CATES","8482654","21-22","PHI","C","L",1997-09-26,23,2016,NA,NA,11,99.87,1,0,0,1,8,11,13,0.52,12.5,9.09,4.73,3,0,2,4,4,0,0,0,0,0,20,13,7
"Jacob Bernard-Docker","JACOB.BERNARD-DOCKER","8480879","21-22","OTT","D","R",2000-06-30,21,2018,1,26,8,118.15,0,1,0,1,6,9,12,0.18,0,0,2,3,2,2,4,8,2,0,0,0,-2,0,0,0
"Jacob Bryson","JACOB.BRYSON","8480196","21-22","BUF","D","L",1997-11-18,23,2017,4,99,60,1152.85,1,7,1,9,37,45,75,1.03,2.7,2.22,2.29,65,21,18,48,89,5,11,0,0,6,0,0,0
"Jacob Larsson","JACOB.LARSSON","8478491","21-22","ANA","D","L",1997-04-29,24,2015,1,27,6,91.63,0,0,1,1,5,7,8,0.1,0,0,1.43,5,3,0,1,4,1,0,0,0,-1,0,0,0
"Jacob MacDonald","JACOB.MACDONALD","8479439","21-22","COL","D","L",1993-02-26,28,2011,NA,NA,7,61.05,0,0,0,0,11,15,19,0.93,0,0,6.2,3,2,0,8,5,1,1,0,0,0,0,0,0
"Jacob Middleton","JACOB.MIDDLETON","8478136","21-22","MIN","D","L",1996-01-02,25,2014,7,210,5,83.12,0,0,0,0,6,8,9,0.13,0,0,1.62,9,1,1,11,6,1,0,0,0,-1,0,0,0
"Jacob Middleton","JACOB.MIDDLETON","8478136","21-22","S.J","D","L",1996-01-02,25,2014,7,210,45,857.03,3,3,3,9,51,64,85,2.58,5.88,4.69,4.03,89,14,19,89,37,12,4,9,10,-7,0,0,0
"Jacob Moverare","JACOB.MOVERARE","8479421","21-22","L.A","D","L",1998-08-31,23,2016,4,112,14,232.82,0,1,0,1,14,16,25,0.29,0,0,1.81,14,3,1,13,34,1,0,0,0,-1,0,0,0
"Jacob Peterson","JACOB.PETERSON","8480216","21-22","DAL","C","L",1999-07-19,22,2017,5,132,55,618.27,12,3,2,17,74,101,130,8.96,16.22,11.88,8.87,20,14,11,18,40,5,10,0,0,5,54,48,6
"Jacob Trouba","JACOB.TROUBA","8476885","21-22","NYR","D","R",1994-02-26,27,2012,1,9,69,1554.2,10,12,11,33,178,243,341,10.15,5.62,4.12,4.18,152,49,20,188,93,25,17,6,6,-8,0,0,0
"Jaden Schwartz","JADEN.SCHWARTZ","8475768","21-22","SEA","C","L",1992-06-25,29,2010,1,14,37,682.9,8,10,5,23,101,140,168,10.47,7.92,5.71,7.48,13,16,28,42,60,7,11,0,0,4,17,18,-1
"Jake Bean","JAKE.BEAN","8479402","21-22","CBJ","D","L",1998-06-09,23,2016,1,13,53,1099.7,5,5,9,19,76,107,162,3.59,6.58,4.67,3.36,63,17,17,24,55,13,4,0,0,-9,0,0,0
"Jake Debrusk","JAKE.DEBRUSK","8478498","21-22","BOS","L","L",1996-10-17,24,2015,1,14,62,898.15,18,7,5,30,139,171,214,14.34,12.95,10.53,8.39,24,19,28,41,71,4,13,0,0,9,7,7,0
"Jake Evans","JAKE.EVANS","8478133","21-22","MTL","C","R",1996-06-02,25,2014,7,207,59,919.37,9,7,5,21,104,131,165,9.94,8.65,6.87,7.59,33,27,26,78,90,10,15,0,0,5,365,383,-18
