"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Dmitry Orlov","DMITRY.ORLOV","8475200","21-22","WSH","D","L",1991-07-23,30,2009,2,55,64,1341.65,10,11,8,29,105,141,194,5.24,9.52,7.09,3.72,81,39,27,112,53,21,14,0,0,-7,0,0,0
"Dominic Toninato","DOMINIC.TONINATO","8476952","21-22","WPG","C","L",1994-03-09,27,2012,5,126,62,506.92,6,6,0,12,39,55,78,5.75,15.38,10.91,10.45,24,9,11,80,42,10,4,0,0,-6,57,80,-23
"Dominik Kubalik","DOMINIK.KUBALIK","8477330","21-22","CHI","L","L",1995-08-21,26,2013,7,191,66,961.4,12,3,10,25,138,188,244,14.73,8.7,6.38,7.84,22,19,14,80,39,6,12,0,0,6,7,12,-5
"Dominik Simon","DOMINIK.SIMON","8478866","21-22","PIT","C","L",1994-08-08,27,2015,5,137,55,530.42,3,5,1,9,67,84,102,5.51,4.48,3.57,6.56,25,13,17,55,71,9,10,0,0,1,5,10,-5
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","21-22","N.J","D","R",1993-06-17,28,2011,1,9,46,976.27,9,9,9,27,150,215,308,8.81,6,4.19,4.1,75,43,16,63,35,15,3,0,0,-12,0,0,0
"Drake Batherson","DRAKE.BATHERSON","8480208","21-22","OTT","C/R","R",1998-04-27,23,2017,4,121,32,606.45,13,16,6,35,77,105,138,7.65,16.88,12.38,7.29,12,22,14,70,44,9,6,0,0,-3,14,13,1
"Drake Caggiula","DRAKE.CAGGIULA","8479465","21-22","BUF","C","L",1994-06-20,27,2012,NA,NA,18,263.45,2,3,0,5,23,31,37,1.84,8.7,6.45,5.94,7,2,6,17,17,2,3,0,0,1,1,3,-2
"Drew Doughty","DREW.DOUGHTY","8474563","21-22","L.A","D","R",1989-12-08,31,2008,1,2,39,1003.92,7,10,14,31,99,127,183,5.45,7.07,5.51,4.29,53,24,9,60,77,16,4,0,2,-10,0,0,0
"Drew O'Connor","DREW.O'CONNOR","8482055","21-22","PIT","L","L",1998-06-09,23,2016,NA,NA,22,226.23,3,1,1,5,40,54,62,3.77,7.5,5.56,6.98,7,5,9,12,36,2,2,0,0,0,18,34,-16
"Dryden Hunt","DRYDEN.HUNT","8478211","21-22","NYR","L","L",1995-11-24,25,2014,NA,NA,61,750.72,4,6,4,14,74,119,148,9.01,5.41,3.36,7.57,15,12,19,129,85,15,14,2,1,-2,5,13,-8
"Duncan Keith","DUNCAN.KEITH","8470281","21-22","EDM","D","L",1983-07-16,38,2002,2,54,49,977.57,1,8,10,19,62,91,141,2.77,1.61,1.1,3.04,77,51,29,21,51,10,2,0,0,-8,0,0,0
"Dustin Brown","DUSTIN.BROWN","8470606","21-22","L.A","L/R","R",1984-11-04,36,2003,1,13,57,849.3,8,8,9,25,133,174,211,14.09,6.02,4.6,8.1,16,19,10,79,65,10,14,0,0,4,2,7,-5
"Dylan Coghlan","DYLAN.COGHLAN","8479639","21-22","VGK","D","R",1998-02-19,23,2016,NA,NA,53,790.15,3,4,6,13,101,146,206,3.91,2.97,2.05,2.68,58,27,19,58,70,9,6,0,0,-3,0,0,0
"Dylan Cozens","DYLAN.COZENS","8481528","21-22","BUF","C","R",2001-02-09,20,2019,1,7,64,1012.7,12,10,11,33,122,154,195,11.14,9.84,7.79,7.23,18,25,21,31,68,13,17,1,1,4,293,371,-78
"Dylan Demelo","DYLAN.DEMELO","8476331","21-22","WPG","D","R",1993-05-01,28,2011,6,179,61,1083.8,1,4,6,11,59,76,113,2.38,1.69,1.32,3.13,88,37,10,90,86,13,6,0,1,-6,0,0,0
"Dylan Gambrell","DYLAN.GAMBRELL","8479580","21-22","OTT","C","R",1996-08-26,25,2016,2,60,47,551.08,2,2,1,5,41,68,77,5.23,4.88,2.94,7.69,30,8,4,78,84,4,6,0,0,2,206,219,-13
"Dylan Larkin","DYLAN.LARKIN","8477946","21-22","DET","C","L",1996-07-30,25,2014,1,15,61,1192.58,28,24,10,62,182,243,334,19.16,15.38,11.52,7.88,22,36,30,59,54,14,15,1,1,1,535,492,43
"Dylan Samberg","DYLAN.SAMBERG","8480049","21-22","WPG","D","L",1999-01-24,22,2017,2,43,6,84.02,0,0,2,2,8,13,15,0.26,0,0,2,9,5,4,7,14,1,1,0,0,0,0,0,0
"Dylan Strome","DYLAN.STROME","8478440","21-22","CHI","C","L",1997-03-07,24,2015,1,3,54,895.65,19,9,13,41,104,122,146,11.01,18.27,15.57,9.02,26,17,38,8,48,14,9,0,0,-5,340,306,34
"Dysin Mayo","DYSIN.MAYO","8478062","21-22","ARI","D","R",1996-08-17,25,2014,5,133,57,1190.6,4,2,5,11,66,89,136,2.26,6.06,4.49,2.54,116,33,12,99,64,9,4,1,1,-5,0,0,0
"Eeli Tolvanen","EELI.TOLVANEN","8480009","21-22","NSH","R","L",1999-04-22,22,2017,1,30,63,869.28,9,6,5,20,136,187,235,11.86,6.62,4.81,6.34,37,14,11,155,60,6,8,0,0,2,0,1,-1
"Eetu Luostarinen","EETU.LUOSTARINEN","8480185","21-22","FLA","C","L",1998-09-02,23,2017,2,42,61,831.6,9,6,5,20,71,92,130,8.23,12.68,9.78,8.95,41,22,32,88,108,5,12,0,0,7,264,389,-125
"Egor Sokolov","EGOR.SOKOLOV","8481102","21-22","OTT","L","R",2000-06-07,21,2020,2,61,8,82.97,0,0,0,0,8,11,14,0.86,0,0,7.82,4,0,1,13,11,2,0,0,0,-2,0,0,0
"Elias Lindholm","ELIAS.LINDHOLM","8477496","21-22","CGY","C","R",1994-12-02,26,2013,1,5,65,1294.03,34,19,15,68,185,240,289,21.49,18.38,14.17,8.95,39,32,48,48,46,6,11,0,0,5,658,583,75
"Elias Pettersson","ELIAS.PETTERSSON","8480012","21-22","VAN","C","L",1998-11-12,22,2017,1,5,66,1205.47,20,13,13,46,139,217,298,17.44,14.39,9.22,8.04,38,30,41,36,85,4,26,0,0,22,210,265,-55
"Emil Bemstrom","EMIL.BEMSTROM","8480205","21-22","CBJ","C","R",1999-06-01,22,2017,4,117,25,239.53,3,1,3,7,37,49,56,3.78,8.11,6.12,7.71,4,4,9,14,13,2,1,0,0,-1,0,1,-1
"Eric Robinson","ERIC.ROBINSON","8480762","21-22","CBJ","L","L",1995-06-14,26,2013,NA,NA,51,710.22,8,8,5,21,70,94,129,8.09,11.43,8.51,8.61,17,10,22,66,59,6,5,0,0,-1,1,1,0
"Erik Brannstrom","ERIK.BRANNSTROM","8480073","21-22","OTT","D","L",1999-09-02,22,2017,1,15,36,696.17,0,4,3,7,55,75,118,2.47,0,0,3.29,33,26,7,31,70,12,3,0,0,-9,0,0,0
"Erik Cernak","ERIK.CERNAK","8478416","21-22","T.B","D","R",1997-05-28,24,2015,2,43,38,730.35,1,3,3,7,65,98,127,2.11,1.54,1.02,2.15,49,13,16,113,72,15,14,1,1,-1,0,0,0
"Erik Gudbranson","ERIK.GUDBRANSON","8475790","21-22","CGY","D","R",1992-01-07,29,2010,1,3,65,1182.13,5,5,5,15,106,149,217,3.3,4.72,3.36,2.21,76,33,17,125,134,18,8,5,5,-10,0,0,0
"Erik Gustafsson (D)","ERIK.GUSTAFSSON2","8476979","21-22","CHI","D","L",1992-03-14,29,2012,4,93,50,788.28,1,8,7,16,63,87,132,2.69,1.59,1.15,3.09,45,34,8,39,63,6,2,0,0,-4,0,0,0
"Erik Haula","ERIK.HAULA","8475287","21-22","BOS","L","L",1991-03-23,30,2009,7,181,62,915.97,9,12,11,32,108,143,170,11.39,8.33,6.29,7.97,31,14,19,106,60,16,8,1,1,-8,312,299,13
"Erik Johnson","ERIK.JOHNSON","8473446","21-22","COL","D","R",1988-03-21,33,2006,1,1,66,1149.98,6,4,9,19,120,148,225,4.53,5,4.05,3.06,111,26,33,142,70,11,4,0,0,-7,0,0,0
"Erik Karlsson","ERIK.KARLSSON","8474578","21-22","S.J","D","R",1990-05-31,31,2008,1,15,42,980.37,10,12,9,31,102,146,214,5.6,9.8,6.85,3.84,41,49,47,16,62,7,11,0,0,4,0,0,0
"Esa Lindell","ESA.LINDELL","8476902","21-22","DAL","D","L",1994-05-23,27,2012,3,74,64,1431.48,4,12,7,23,120,139,183,3.89,3.33,2.88,2.8,129,43,16,98,93,3,9,0,0,6,0,1,-1
"Ethan Bear","ETHAN.BEAR","8478451","21-22","CAR","D","R",1997-06-26,24,2015,5,124,51,821.97,4,6,3,13,85,109,159,3.82,4.71,3.67,3.5,38,23,14,48,79,9,3,0,0,-6,0,0,0
"Ethan Prow","ETHAN.PROW","8479289","21-22","BUF","D","R",1992-11-17,28,2011,NA,NA,4,50.95,1,0,0,1,2,2,3,0.24,50,50,12,3,2,0,2,5,0,0,0,0,0,0,0,0
"Evan Bouchard","EVAN.BOUCHARD","8480803","21-22","EDM","D","R",1999-10-20,21,2018,1,10,66,1315.67,9,10,16,35,156,218,310,7.38,5.77,4.13,3.39,87,67,25,62,70,10,9,0,0,-1,0,0,0
"Evan Rodrigues","EVAN.RODRIGUES","8478542","21-22","PIT","C","R",1993-07-28,28,2011,NA,NA,67,1115.97,17,14,9,40,196,255,327,20.64,8.67,6.67,8.09,28,28,30,70,107,5,17,0,0,12,168,181,-13
"Evander Kane","EVANDER.KANE","8475169","21-22","EDM","L","L",1991-08-02,30,2009,1,4,28,549.42,15,4,3,22,91,127,164,13.72,16.48,11.81,10.8,8,16,13,96,45,16,9,0,0,-7,4,9,-5
"Evgeni Malkin","EVGENI.MALKIN","8471215","21-22","PIT","C","L",1986-07-31,35,2004,1,2,30,545.25,16,8,8,32,93,111,145,9.73,17.2,14.41,8.77,10,32,27,12,25,9,9,0,0,0,116,152,-36
"Evgeny Dadonov","EVGENY.DADONOV","8474149","21-22","VGK","R","L",1989-03-12,32,2007,3,71,64,1012.48,17,10,5,32,159,209,263,18.66,10.69,8.13,8.93,22,24,14,55,105,7,10,0,0,3,1,4,-3
"Evgeny Kuznetsov","EVGENY.KUZNETSOV","8475744","21-22","WSH","C","L",1992-05-19,29,2010,1,26,65,1346.33,22,26,17,65,172,243,294,19.86,12.79,9.05,8.17,22,36,40,31,41,14,21,0,0,7,422,553,-131
"Evgeny Svechnikov","EVGENY.SVECHNIKOV","8478431","21-22","WPG","L","L",1996-10-31,24,2015,1,19,57,618.02,6,5,7,18,64,78,99,6.14,9.38,7.69,7.87,17,24,17,78,57,13,4,0,1,-8,3,4,-1
"Filip Chytil","FILIP.CHYTIL","8480078","21-22","NYR","C","L",1999-09-05,22,2017,1,21,54,699.8,6,7,5,18,108,149,185,11.22,5.56,4.03,7.53,22,17,18,17,57,6,11,0,0,5,122,160,-38
"Filip Forsberg","FILIP.FORSBERG","8476887","21-22","NSH","L","R",1994-08-13,27,2012,1,11,53,951.3,37,20,8,65,161,236,308,18.82,22.98,15.68,7.97,37,45,38,83,42,9,18,0,0,9,1,0,1
"Filip Hronek","FILIP.HRONEK","8479425","21-22","DET","D","R",1997-11-02,23,2016,2,53,62,1369.65,5,14,13,32,106,155,231,5.25,4.72,3.23,3.39,67,40,13,52,80,10,16,0,0,6,0,0,0
"Filip Zadina","FILIP.ZADINA","8480821","21-22","DET","R","L",1999-11-27,21,2018,1,6,63,887.53,8,4,8,20,128,176,245,12.47,6.25,4.55,7.09,30,26,17,45,48,5,14,0,0,9,1,2,-1
"Frank Vatrano","FRANK.VATRANO","8478366","21-22","FLA","C","L",1994-03-14,27,2012,NA,NA,49,597.53,10,6,3,19,105,136,174,8.67,9.52,7.35,6.38,17,20,16,48,58,8,5,0,0,-3,9,13,-4
"Frank Vatrano","FRANK.VATRANO","8478366","21-22","NYR","C","L",1994-03-14,27,2012,NA,NA,6,94.02,4,0,0,4,14,17,25,2.31,28.57,23.53,13.59,4,1,3,5,9,0,2,0,0,2,2,0,2
"Frederick Gaudreau","FREDERICK.GAUDREAU","8477919","21-22","MIN","C","R",1993-05-01,28,2011,NA,NA,58,943.32,9,11,9,29,99,138,174,8.81,9.09,6.52,6.38,37,19,29,38,55,4,9,0,0,5,330,334,-4
"Frederik Gauthier","FREDERIK.GAUTHIER","8477512","21-22","N.J","C","L",1995-04-26,26,2013,1,21,8,88.77,0,0,0,0,4,4,5,0.14,0,0,3.5,3,3,0,16,8,0,0,0,0,0,33,42,-9
"Fredrik Claesson","FREDRIK.CLAESSON","8476368","21-22","T.B","D","L",1992-11-24,28,2011,5,126,9,88.78,0,0,0,0,4,7,11,0.09,0,0,1.29,6,3,1,12,14,0,0,0,0,0,0,0,0
"Gabriel Carlsson","GABRIEL.CARLSSON","8478506","21-22","CBJ","D","L",1997-01-02,24,2015,1,29,31,385.18,2,2,3,7,12,15,30,0.57,16.67,13.33,3.8,27,4,6,25,30,4,4,0,0,0,0,0,0
"Gabriel Fortier","GABRIEL.FORTIER","8480863","21-22","T.B","L","L",2000-02-06,21,2018,2,59,10,92.98,1,0,0,1,14,16,21,1.2,7.14,6.25,7.5,5,3,1,24,19,2,3,0,0,1,1,0,1
"Gabriel Landeskog","GABRIEL.LANDESKOG","8476455","21-22","COL","L","L",1992-11-23,28,2011,1,2,51,1036.2,30,16,13,59,150,194,251,23.49,20,15.46,12.11,34,29,17,94,61,19,11,4,3,-9,240,198,42
"Gabriel Vilardi","GABRIEL.VILARDI","8480014","21-22","L.A","C","R",1999-08-16,22,2017,1,11,15,203.55,2,0,0,2,19,22,28,1.78,10.53,9.09,8.09,7,4,3,0,23,1,4,0,0,3,39,46,-7
"Garnet Hathaway","GARNET.HATHAWAY","8477903","21-22","WSH","R","R",1991-11-23,29,2010,NA,NA,63,861.62,10,4,7,21,104,135,169,12.01,9.62,7.41,8.9,47,17,20,208,104,23,23,1,1,0,9,18,-9
"Gavin Bayreuther","GAVIN.BAYREUTHER","8479945","21-22","CBJ","D","L",1994-05-12,27,2012,NA,NA,38,500.2,0,3,5,8,43,58,75,1.13,0,0,1.95,39,12,10,42,58,6,3,2,2,-3,0,0,0
"Gerald Mayhew","GERALD.MAYHEW","8479933","21-22","PHI","C","R",1992-12-31,28,2011,NA,NA,25,303.92,6,0,0,6,31,45,62,3.41,19.35,13.33,7.58,17,3,5,37,30,5,4,0,0,-1,2,3,-1
"Givani Smith","GIVANI.SMITH","8479379","21-22","DET","R","L",1998-02-27,23,2016,2,46,46,389.72,4,3,0,7,50,64,83,3.9,8,6.25,6.09,20,8,7,86,34,14,7,10,9,-8,1,1,0
"Grant Hutton","GRANT.HUTTON","8480306","21-22","NYI","D","R",1995-07-25,26,2013,NA,NA,6,93.08,0,0,0,0,7,8,13,0.34,0,0,4.25,6,2,1,4,7,0,0,0,0,0,0,0,0
"Greg McKegg","GREG.MCKEGG","8475735","21-22","NYR","C","L",1992-06-17,29,2010,3,62,39,426.15,2,2,1,5,23,29,35,2.54,8.7,6.9,8.76,22,11,12,46,38,2,3,0,0,1,64,83,-19
"Greg Pateryn","GREG.PATERYN","8474688","21-22","ANA","D","R",1990-06-20,31,2008,5,128,10,141.2,1,1,0,2,16,21,23,0.56,6.25,4.76,2.67,7,3,0,18,21,5,0,0,0,-5,0,0,0
"Gregory Hofmann","GREGORY.HOFMANN","8476345","21-22","CBJ","C","L",1992-11-13,28,2011,4,103,24,300.13,2,2,3,7,33,36,51,2.9,6.06,5.56,8.06,10,9,7,23,13,4,4,0,0,0,0,8,-8
"Gustav Forsling","GUSTAV.FORSLING","8478055","21-22","FLA","D","L",1996-06-12,25,2014,5,126,56,1179.65,2,11,12,25,97,133,215,4.31,2.06,1.5,3.24,65,37,44,38,102,7,4,0,0,-3,0,0,0
"Gustav Lindstrom","GUSTAV.LINDSTROM","8480184","21-22","DET","D","R",1998-10-20,22,2017,2,38,48,778.92,1,3,8,12,36,43,66,1.03,2.78,2.33,2.4,60,19,8,38,51,7,4,0,0,-3,0,0,0
"Gustav Nyquist","GUSTAV.NYQUIST","8474679","21-22","CBJ","C","L",1989-09-01,32,2008,4,121,66,1146.63,16,20,4,40,91,121,146,10.52,17.58,13.22,8.69,43,20,37,34,73,10,15,0,0,5,12,15,-3
"Hampus Lindholm","HAMPUS.LINDHOLM","8476854","21-22","ANA","D","L",1994-01-20,27,2012,1,6,61,1374.95,5,10,7,22,119,168,239,5.71,4.2,2.98,3.4,77,44,31,55,95,22,11,0,0,-11,0,0,0
"Haydn Fleury","HAYDN.FLEURY","8477938","21-22","SEA","D","L",1996-07-08,25,2014,1,7,34,556.98,2,1,1,4,49,69,100,1.79,4.08,2.9,2.59,57,14,5,57,45,4,2,0,0,-2,0,0,0
"Hendrix Lapierre","HENDRIX.LAPIERRE","8482148","21-22","WSH","C","L",2002-02-09,19,2020,1,22,6,57.53,1,0,0,1,7,7,9,0.71,14.29,14.29,10.14,2,1,3,1,2,1,0,0,0,-1,6,17,-11
"Henri Jokiharju","HENRI.JOKIHARJU","8480035","21-22","BUF","D","R",1999-06-17,22,2017,1,29,45,979.2,3,4,7,14,56,67,100,2.27,5.36,4.48,3.39,46,29,11,50,62,6,1,0,0,-5,1,0,1
"Henrik Borgstrom","HENRIK.BORGSTROM","8479404","21-22","CHI","C","L",1997-08-06,24,2016,1,23,45,490.63,4,0,3,7,38,53,80,4.75,10.53,7.55,8.96,18,8,21,22,18,10,3,0,0,-7,81,122,-41
"Hudson Fasching","HUDSON.FASCHING","8477392","21-22","ARI","R","R",1995-07-28,26,2013,4,118,8,69.8,0,0,0,0,1,7,10,0.46,0,0,6.57,2,0,2,10,8,0,0,0,0,0,1,0,1
"Ian Cole","IAN.COLE","8474013","21-22","CAR","D","L",1989-02-21,32,2007,1,18,62,1067.17,2,5,10,17,66,100,153,2.22,3.03,2,2.22,83,40,24,90,97,26,5,2,1,-22,0,0,0
"Ian Mitchell","IAN.MITCHELL","8480070","21-22","CHI","D","R",1999-01-18,22,2017,2,57,8,95.45,0,1,0,1,2,5,9,0.09,0,0,1.8,9,1,0,2,7,0,0,0,0,0,0,0,0
"Ilya Lyubushkin","ILYA.LYUBUSHKIN","8480950","21-22","ARI","D","R",1994-04-06,27,2012,NA,NA,46,832.6,0,3,5,8,33,49,60,0.97,0,0,1.98,60,15,12,94,57,13,6,0,0,-7,0,0,0
"Ilya Lyubushkin","ILYA.LYUBUSHKIN","8480950","21-22","TOR","D","R",1994-04-06,27,2012,NA,NA,16,264.93,0,0,1,1,10,14,25,0.49,0,0,3.5,14,11,0,54,37,4,2,0,0,-2,0,0,0
"Ilya Mikheyev","ILYA.MIKHEYEV","8481624","21-22","TOR","R","L",1994-10-10,26,2013,NA,NA,36,533.63,14,4,1,19,106,126,148,10.31,13.21,11.11,8.18,12,17,14,28,35,4,5,0,0,1,0,0,0
"Isaac Ratcliffe","ISAAC.RATCLIFFE","8480019","21-22","PHI","L","L",1999-02-15,22,2017,2,35,10,107.47,1,1,2,4,14,20,22,1.52,7.14,5,7.6,8,1,2,16,14,5,0,0,0,-5,0,1,-1
"Isac Lundestrom","ISAC.LUNDESTROM","8480806","21-22","ANA","C","L",1999-11-06,21,2018,1,23,65,1015.85,14,7,5,26,70,96,119,9.73,20,14.58,10.14,46,20,16,31,58,3,14,0,0,11,336,405,-69
"Ivan Barbashev","IVAN.BARBASHEV","8477964","21-22","STL","C","L",1995-12-14,25,2014,2,33,64,1060.6,19,16,10,45,90,125,155,13.15,21.11,15.2,10.52,24,38,33,117,74,16,13,0,0,-3,116,174,-58
"Ivan Provorov","IVAN.PROVOROV","8478500","21-22","PHI","D","L",1997-01-13,24,2015,1,7,63,1562.83,5,4,11,20,119,160,244,5.54,4.2,3.12,3.46,128,70,16,53,119,11,10,0,0,-1,0,0,0
"J.T. Compher","J.T..COMPHER","8477456","21-22","COL","L","R",1995-04-08,26,2013,2,35,54,883.28,13,7,3,23,80,109,148,11.96,16.25,11.93,10.97,44,14,21,26,58,9,11,1,1,2,238,238,0
"J.T. Miller","J.T..MILLER","8476468","21-22","VAN","C","L",1993-03-14,28,2011,1,15,66,1380.82,28,32,20,80,172,242,284,22.4,16.28,11.57,9.26,44,40,34,147,71,17,17,1,1,0,526,460,66
"Jaccob Slavin","JACCOB.SLAVIN","8476958","21-22","CAR","D","L",1994-05-01,27,2012,4,120,64,1520.33,3,12,19,34,128,185,276,6.26,2.34,1.62,3.38,107,34,63,43,95,5,6,0,0,1,0,0,0
"Jack Ahcan","JACK.AHCAN","8482072","21-22","BOS","D","L",1997-05-18,24,2015,NA,NA,5,74,1,0,0,1,4,7,13,0.24,25,14.29,3.43,3,3,1,6,11,0,2,0,0,2,0,0,0
"Jack Eichel","JACK.EICHEL","8478403","21-22","VGK","C","R",1996-10-28,24,2015,1,2,20,372.88,7,4,3,14,76,96,113,6.22,9.21,7.29,6.48,24,17,13,26,44,4,5,0,0,1,111,101,10
"Jack Hughes","JACK.HUGHES","8481559","21-22","N.J","C","L",2001-05-14,20,2019,1,1,46,909.52,24,21,9,54,162,219,290,18.24,14.81,10.96,8.33,14,56,47,6,68,0,15,0,0,15,113,219,-106
"Jack Johnson","JACK.JOHNSON","8471677","21-22","COL","D","L",1987-01-13,34,2005,1,3,62,1015.55,1,2,5,8,45,65,101,1.47,2.22,1.54,2.26,60,19,9,77,62,10,10,2,1,-1,0,0,0
"Jack Rathbone","JACK.RATHBONE","8480056","21-22","VAN","D","L",1999-05-20,22,2017,4,95,9,124.42,0,0,0,0,10,16,22,0.46,0,0,2.88,8,4,2,5,22,1,3,0,0,2,0,0,0
"Jack Roslovic","JACK.ROSLOVIC","8478458","21-22","CBJ","C","R",1997-01-29,24,2015,1,25,65,844.27,12,11,9,32,95,133,157,7.66,12.63,9.02,5.76,20,27,24,43,62,4,4,0,0,0,265,349,-84
"Jack Studnicka","JACK.STUDNICKA","8480021","21-22","BOS","C","R",1999-02-18,22,2017,2,53,13,166.17,0,2,1,3,16,24,31,2.11,0,0,8.79,2,9,3,16,22,2,1,0,0,-1,49,50,-1
"Jackson Cates","JACKSON.CATES","8482654","21-22","PHI","C","L",1997-09-26,23,2016,NA,NA,11,99.87,1,0,0,1,8,11,13,0.52,12.5,9.09,4.73,3,0,2,4,4,0,0,0,0,0,20,13,7
"Jacob Bernard-Docker","JACOB.BERNARD-DOCKER","8480879","21-22","OTT","D","R",2000-06-30,21,2018,1,26,8,118.15,0,1,0,1,6,9,12,0.18,0,0,2,3,2,2,4,8,2,0,0,0,-2,0,0,0
"Jacob Bryson","JACOB.BRYSON","8480196","21-22","BUF","D","L",1997-11-18,23,2017,4,99,58,1117.52,1,7,1,9,35,43,73,1,2.86,2.33,2.33,64,20,17,48,87,5,10,0,0,5,0,0,0
"Jacob Larsson","JACOB.LARSSON","8478491","21-22","ANA","D","L",1997-04-29,24,2015,1,27,6,91.63,0,0,1,1,5,7,8,0.1,0,0,1.43,5,3,0,1,4,1,0,0,0,-1,0,0,0
"Jacob MacDonald","JACOB.MACDONALD","8479439","21-22","COL","D","L",1993-02-26,28,2011,NA,NA,7,61.05,0,0,0,0,11,15,19,0.93,0,0,6.2,3,2,0,8,5,1,1,0,0,0,0,0,0
"Jacob Middleton","JACOB.MIDDLETON","8478136","21-22","S.J","D","L",1996-01-02,25,2014,7,210,45,857.03,3,3,3,9,51,64,85,2.58,5.88,4.69,4.03,89,14,19,89,37,12,4,9,10,-7,0,0,0
"Jacob Moverare","JACOB.MOVERARE","8479421","21-22","L.A","D","L",1998-08-31,23,2016,4,112,13,226.23,0,1,0,1,13,15,24,0.28,0,0,1.87,14,3,1,12,32,1,0,0,0,-1,0,0,0
"Jacob Peterson","JACOB.PETERSON","8480216","21-22","DAL","C","L",1999-07-19,22,2017,5,132,53,593.23,11,3,1,15,72,99,125,8.84,15.28,11.11,8.93,20,13,11,18,38,5,9,0,0,4,54,48,6
"Jacob Trouba","JACOB.TROUBA","8476885","21-22","NYR","D","R",1994-02-26,27,2012,1,9,66,1484.15,10,12,11,33,168,229,324,9.82,5.95,4.37,4.29,147,49,18,180,90,25,17,6,6,-8,0,0,0
"Jaden Schwartz","JADEN.SCHWARTZ","8475768","21-22","SEA","C","L",1992-06-25,29,2010,1,14,37,682.9,8,10,5,23,101,140,168,10.47,7.92,5.71,7.48,13,16,28,42,60,7,11,0,0,4,17,18,-1
"Jake Bean","JAKE.BEAN","8479402","21-22","CBJ","D","L",1998-06-09,23,2016,1,13,51,1059.75,5,5,8,18,73,102,154,3.49,6.85,4.9,3.42,63,15,17,24,54,13,3,0,0,-10,0,0,0
"Jake Debrusk","JAKE.DEBRUSK","8478498","21-22","BOS","L","L",1996-10-17,24,2015,1,14,60,869.02,16,6,5,27,134,166,208,13.68,11.94,9.64,8.24,24,18,28,39,68,4,13,0,0,9,7,7,0
"Jake Evans","JAKE.EVANS","8478133","21-22","MTL","C","R",1996-06-02,25,2014,7,207,57,889.3,9,7,5,21,99,126,160,9.29,9.09,7.14,7.37,32,27,24,77,88,10,15,0,0,5,358,372,-14
"Jake Guentzel","JAKE.GUENTZEL","8477404","21-22","PIT","C/L","L",1994-10-06,26,2013,3,77,61,1209.8,31,15,19,65,209,273,335,30.25,14.83,11.36,11.08,33,19,30,56,120,19,22,0,0,3,13,10,3
"Jake Leschyshyn","JAKE.LESCHYSHYN","8479991","21-22","VGK","C","L",1999-03-10,22,2017,2,62,31,349.25,1,3,1,5,26,34,46,2.56,3.85,2.94,7.53,20,2,13,29,49,3,4,0,0,1,94,121,-27
"Jake McCabe","JAKE.MCCABE","8476931","21-22","CHI","D","L",1993-10-12,27,2012,2,44,60,1218.97,2,6,10,18,57,80,132,3.01,3.51,2.5,3.76,136,42,14,135,110,8,6,1,1,-2,0,0,0
"Jake Muzzin","JAKE.MUZZIN","8474162","21-22","TOR","D","L",1989-02-21,32,2007,5,141,41,860.92,2,5,5,12,61,87,139,2.22,3.28,2.3,2.55,53,42,12,84,102,6,4,0,0,-2,0,0,0
"Jake Neighbours","JAKE.NEIGHBOURS","8482089","21-22","STL","L","L",2002-03-29,19,2020,1,26,9,84.18,1,1,0,2,8,10,11,0.71,12.5,10,7.1,1,1,0,10,13,1,3,0,0,2,1,2,-1
"Jake Walman","JAKE.WALMAN","8478013","21-22","DET","D","L",1996-02-20,25,2014,3,82,4,72.6,0,0,0,0,10,12,16,0.4,0,0,3.33,9,4,1,2,3,0,1,0,0,1,0,0,0
"Jake Walman","JAKE.WALMAN","8478013","21-22","STL","D","L",1996-02-20,25,2014,3,82,32,383.32,3,1,2,6,47,71,101,2.54,6.38,4.23,3.58,26,11,5,21,17,3,0,0,0,-3,0,0,0
"Jakob Chychrun","JAKOB.CHYCHRUN","8479345","21-22","ARI","D","L",1998-03-31,23,2016,1,16,47,1080.35,7,7,7,21,141,223,293,7.1,4.96,3.14,3.18,66,37,19,51,83,16,7,1,1,-9,0,0,0
"Jakob Silfverberg","JAKOB.SILFVERBERG","8475164","21-22","ANA","R","R",1990-10-13,30,2009,2,39,53,903.07,5,7,9,21,120,154,183,10.05,4.17,3.25,6.53,40,16,30,16,55,15,8,0,0,-7,8,16,-8
"Jakub Galvas","JAKUB.GALVAS","8480231","21-22","CHI","D","L",1999-06-15,22,2017,5,150,6,108.95,0,0,0,0,8,10,17,0.38,0,0,3.8,9,4,1,2,8,0,0,0,0,0,0,0,0
"Jakub Voracek","JAKUB.VORACEK","8474161","21-22","CBJ","R","L",1989-08-15,32,2007,1,7,63,1077.32,5,31,12,48,118,153,205,9.08,4.24,3.27,5.93,22,39,37,22,47,11,21,0,0,10,5,27,-22
